authors,publication_date,research_orgs,product_type,article_type,journal_name
"""Baker, K. L. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000152163176)"",""Jones, O. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000203727657)"",""Weber, C. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000312331694)"",""Clark, D. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Patel, P. K. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Thomas, C. A. [Laboratory for Laser Energetics, University of Rochester, Rochester, New York 14623, USA]"",""Landen, O. L. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Nora, R. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Anderson, G. J. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Gaffney, J. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000224080047)"",""MacLaren, S. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000220222212)"",""Casey, D. T. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:000000032125677X)"",""Döppner, T. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000257037125)"",""Dewald, E. L. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000340546967)"",""Tommasini, R. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000210703565)"",""Spears, B. K. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Salmonson, J. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Hohenberger, M. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000258879711)"",""Khan, S. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000308989178)"",""Zylstra, A. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000304897479)"",""Kritcher, A. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000296941088)"",""Amendt, P. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000174021777)"",""Smalyuk, V. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Lindl, J. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Young, C. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000280757550)"",""Ross, J. S. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Ho, D."",""Hurricane, O. A. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000286005448)"",""Callahan, D. A. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000315498916)"",""Woods, T. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA] (ORCID:0000000186935939)"",""Milovich, J. L. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Strozzi, D. J. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Bachmann, B. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Bionta, R. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Celliers, P. M. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Fittinghoff, D. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Hatarik, R. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Gatu Johnson, M. [Massachusetts Institute of Technology, Cambridge, Massachusetts 02139, USA]"",""Meaney, K. [Los Alamos National Laboratory, Los Alamos, New Mexico 87544, USA]"",""Millot, M. [Lawrence Livermore National Laboratory, Livermore, California 94550, USA]"",""Volegov, P. L. [Los Alamos National Laboratory, Los Alamos, New Mexico 87544, USA]"",""Wilde, C. [Los Alamos National Laboratory, Los Alamos, New Mexico 87544, USA]""",2022-06-01T00:00:00Z,,Journal Article,Publisher's Accepted Manuscript,Physics of Plasmas
"""Zillmer, Andrew John [Idaho National Laboratory] (ORCID:0000000349972321)"",""Gates, Amanda E [Idaho National Laboratory] (ORCID:0000000261666282)""",2022-07-12T00:00:00Z,"""Idaho National Lab. (INL), Idaho Falls, ID (United States)""",Technical Report,,
"""Mukhopadhyay, Sanjoy [Mission Support and Test Services, LLC (MSTS), North Las Vegas, NV (United States)]""",2022-07-12T00:00:00Z,"""Nevada National Security Site/Mission Support and Test Services LLC (NNSS/MSTS), North Las Vegas, NV (United States)""",Program Document,,
"""Avers, K. E. [Northwestern Univ., Evanston, IL (United States); Univ. of Maryland, College Park, MD (United States)]"",""Kuhn, S. J. [Univ. of Notre Dame, IN (United States); Indiana Univ., Bloomington, IN (United States)]"",""Leishman, A. W. D. [Univ. of Notre Dame, IN (United States)]"",""Gannon, W. J. [Northwestern Univ., Evanston, IL (United States); Univ. of Kentucky, Lexington, KY (United States)] (ORCID:0000000156352185)"",""DeBeer-Schmitt, L. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000196793444)"",""Dewhurst, C. D. [Inst. Laue-Langevin (France)]"",""Honecker, D. [Inst. Laue-Langevin (France)] (ORCID:000000030763982X)"",""Cubitt, R. [Inst. Laue-Langevin (France)]"",""Halperin, W. P. [Northwestern Univ., Evanston, IL (United States)]"",""Eskildsen, M. R. [Univ. of Notre Dame, IN (United States)] (ORCID:0000000152111771)""",2022-05-17T00:00:00Z,"""Univ. of Notre Dame, IN (United States)"",""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Accepted Manuscript,Physical Review B
"""Price, Laura"",""Alsaed, Halim"",""Prouty, Jeralyn"",""Rogers, Ralph"",""Ebert, William"",""Hadgu, Teklu"",""Mariner, Paul""",2022-07-01T00:00:00Z,"""Sandia National Lab. (SNL-NM), Albuquerque, NM (United States)""",Technical Report,,
"""Arregui-Mena, José David [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000261313268)"",""Worth, Robert N. [Univ. of Manchester (United Kingdom)]"",""Bodel, William [Univ. of Manchester (United Kingdom)]"",""März, Benjamin [Ludwig Maximilian Univ. of Munich, Munich (Germany)]"",""Li, Wenjing [Canadian Nuclear Laboratories, Chalk River, ON (Canada)]"",""Campbell, Anne A. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000191099541)"",""Cakmak, Ercan [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000172724815)"",""Gallego, Nidia [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000282520194)"",""Contescu, Cristian [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000274503722)"",""Edmondson, Philip D. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States); Univ. of Manchester (United Kingdom)] (ORCID:0000000189900870)""",2022-06-09T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Accepted Manuscript,Materials Characterization
"""Jang, Gyoung G. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000343058723)"",""Wiechert, Alexander I. [Georgia Institute of Technology, Atlanta, GA (United States)]"",""Kim, Yong-Ha [Louisiana State Univ., Baton Rouge, LA (United States)]"",""Ladshaw, Austin P. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000201576410)"",""Spano, Tyler [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000165729722)"",""McFarlane, Joanna [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000241125104)"",""Myhre, Kristian [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000259475743)"",""Song, Joon Jin [Baylor Univ., Waco, TX (United States)]"",""Yiacoumi, Sotira [Georgia Institute of Technology, Atlanta, GA (United States)]"",""Tsouris, Costas [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States); Georgia Institute of Technology, Atlanta, GA (United States)] (ORCID:0000000205221027)""",2022-04-26T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Accepted Manuscript,Journal of Environmental Radioactivity
"""Arm, Stuart T. [BATTELLE (PACIFIC NW LAB)]"",""Hall, Gabriel B. [BATTELLE (PACIFIC NW LAB)] (ORCID:0000000241937807)"",""Lumetta, Gregg J. [BATTELLE (PACIFIC NW LAB)]"",""Wells, Beric E. [BATTELLE (PACIFIC NW LAB)]""",2022-06-24T00:00:00Z,"""Pacific Northwest National Lab. (PNNL), Richland, WA (United States)""",Technical Report,,
"""Martin, Madhavi Z. [ORNL] (ORCID:0000000266772180)"",""Martin, Rodger Carl [ORNL] (ORCID:0000000229607362)"",""Andrews, Hunter [ORNL] (ORCID:0000000220919415)"",""Allman, Steve L. [ORNL] (ORCID:0000000165387048)"",""Brice, Deanne [ORNL]"",""Martin, Samir [ORNL]"",""Andre, Nicolas O. [ORNL]""",2022-05-01T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Accepted Manuscript,Applied Spectroscopy
"""Carone, Darren (ORCID:0000000164014098)"",""Klepov, Vladislav V."",""Misture, Scott T. (ORCID:0000000316048044)"",""Schaeperkoetter, Joseph C."",""Jacobsohn, Luiz G."",""Aziziha, Mina (ORCID:0000000340016413)"",""Schorne-Pinto, Juliano (ORCID:0000000342084815)"",""Thomson, Stuart A. J. (ORCID:0000000309479268)"",""Hines, Adrian T."",""Besmann, Theodore M. (ORCID:0000000155980550)"",""zur Loye, Hans-Conrad (ORCID:0000000173519098)""",2022-06-16T00:00:00Z,,Journal Article,Published Article,Inorganics
"""Baumer, Teresa (ORCID:0000000271733565)"",""Hellebrandt, Stefan"",""Maulden, Emily"",""Pearce, Carolyn I."",""Emerson, Hilary P."",""Zavarin, Mavrik"",""Kersting, Annie B.""",2022-06-01T00:00:00Z,"""Pacific Northwest National Lab. (PNNL), Richland, WA (United States)"",""Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)""",Journal Article,Published Article,Applied Geochemistry
"""Vargas-Zúñiga, Gabriela I. [Department of Chemistry, The University of Texas at Austin, 105 East 24th Street, Stop A5300, Austin, Texas 78712, USA] (ORCID:0000000309027958)"",""Boreen, Michael A. [Department of Chemistry, University of California, Berkeley, CA 94720, USA] (ORCID:0000000173252717)"",""Mangel, Daniel N. [Department of Chemistry, The University of Texas at Austin, 105 East 24th Street, Stop A5300, Austin, Texas 78712, USA]"",""Arnold, John [Department of Chemistry, University of California, Berkeley, CA 94720, USA] (ORCID:000000019671227X)"",""Sessler, Jonathan L. [Department of Chemistry, The University of Texas at Austin, 105 East 24th Street, Stop A5300, Austin, Texas 78712, USA] (ORCID:0000000295761325)""",2022-05-10T00:00:00Z,,Journal Article,Publisher's Accepted Manuscript,Chemical Society Reviews
"""Trellue, Holly Renee [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000320510852)"",""Taylor, Chase N. [Idaho National Lab. (INL), Idaho Falls, ID (United States)]"",""Luther, Erik Paul [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:000000023002448X)"",""Cutler, Theresa Elizabeth [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000249772824)"",""Shivprasad, Aditya Prahlad [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000185152756)"",""Jewell, J. Keith [Idaho National Lab. (INL), Idaho Falls, ID (United States)]"",""Dasari, Venkateswara Rao [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)]"",""Davenport, Michael E. [Idaho National Lab. (INL), Idaho Falls, ID (United States)]""",2022-04-29T00:00:00Z,"""Los Alamos National Lab. (LANL), Los Alamos, NM (United States)""",Journal Article,Accepted Manuscript,Nuclear Technology
"""Warmann, Stephen A [Idaho National Laboratory] (ORCID:0000000253858794)"",""Phillips, William C [Idaho National Laboratory]"",""Cao, Guoping [Idaho National Laboratory]"",""Mohr, Brennan C [Idaho National Laboratory]"",""Lovel, Evan Richard [Idaho National Laboratory]"",""Core, Gregory M [Idaho National Laboratory]""",2022-07-05T00:00:00Z,"""Idaho National Lab. (INL), Idaho Falls, ID (United States)""",Technical Report,,
"""Wedal, Justin C. [Department of Chemistry, University of California, Irvine, California 92697-2025, USA] (ORCID:0000000304378601)"",""Cajiao, Nathalia [Department of Chemistry, University of Rochester, Rochester, New York 14627, USA] (ORCID:0000000182662160)"",""Neidig, Michael L. [Department of Chemistry, University of Rochester, Rochester, New York 14627, USA] (ORCID:0000000223003867)"",""Evans, William J. [Department of Chemistry, University of California, Irvine, California 92697-2025, USA] (ORCID:000000020651418X)""",2022-04-26T00:00:00Z,,Journal Article,Publisher's Accepted Manuscript,ChemComm
"""Oldham, Trey [Department of Energy, Environmental & Chemical Engineering, Washington University in St. Louis, St. Louis, MO, USA] (ORCID:0000000240581490)"",""Yatom, Shurik [Princeton Plasma Physics Laboratory, Princeton University, Princeton, NJ, USA] (ORCID:0000000187168487)"",""Thimsen, Elijah [Department of Energy, Environmental & Chemical Engineering, Washington University in St. Louis, St. Louis, MO, USA; Institute of Materials Science & Engineering, Washington University in St. Louis, St. Louis, MO, USA] (ORCID:0000000276190926)""",2022-05-23T00:00:00Z,"""Princeton Plasma Physics Lab. (PPPL), Princeton, NJ (United States)""",Journal Article,Accepted Manuscript,Physical Chemistry Chemical Physics. PCCP
"""Auner, A. W. [Nuclear and Chemical Science Division, Lawrence Livermore National Lab, Livermore, California 94550, USA] (ORCID:0000000334488641)"",""Crowhurst, J. C. [Nuclear and Chemical Science Division, Lawrence Livermore National Lab, Livermore, California 94550, USA]"",""Nagel, L. A. [Nuclear and Chemical Science Division, Lawrence Livermore National Lab, Livermore, California 94550, USA, Nuclear Engineering and Radiological Sciences, University of Michigan, Ann Arbor, Michigan 48109, USA]"",""Weisz, D. G. [Nuclear and Chemical Science Division, Lawrence Livermore National Lab, Livermore, California 94550, USA]"",""Rousso, A. C. [Computational Engineering Division, Lawrence Livermore National Lab, Livermore, California 94550, USA] (ORCID:0000000257103233)"",""Knight, K. B. [Nuclear and Chemical Science Division, Lawrence Livermore National Lab, Livermore, California 94550, USA]""",2022-06-01T00:00:00Z,,Journal Article,Publisher's Accepted Manuscript,AIP Advances
"""Brown, Nicholas [ORNL] (ORCID:0000000202317728)"",""Hernandez, Richard [University of Tennessee, Knoxville (UTK)]"",""Nelson, Andrew [ORNL] (ORCID:0000000240713502)""",2022-04-01T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Accepted Manuscript,Progress in Nuclear Energy
"""Jang, Harry [Univ. of Nevada, Las Vegas, NV (United States)]"",""Louis-Jean, James [Univ. of Nevada, Las Vegas, NV (United States)]"",""Childs, Bradley [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Holliday, Kiel [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Reilly, Dallas [Pacific Northwest National Lab. (PNNL), Richland, WA (United States)]"",""Athon, Matthew [Pacific Northwest National Lab. (PNNL), Richland, WA (United States)]"",""Czerwinski, Kenneth [Univ. of Nevada, Las Vegas, NV (United States)]"",""Hatchett, David [Univ. of Nevada, Las Vegas, NV (United States)]"",""Poineau, Frederic [Univ. of Nevada, Las Vegas, NV (United States)] (ORCID:0000000295172264)""",2022-03-23T00:00:00Z,"""Univ. of Nevada, Las Vegas, NV (United States)"",""Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)""",Journal Article,Accepted Manuscript,Royal Society Open Science
"""Prohaska, Thomas [Montanuniversität Leoben, Leoben (Austria)]"",""Irrgeher, Johanna [Montanuniversität Leoben, Leoben (Austria); Univ. of Natural Resources and Life Sciences, Vienna (Austria); Helmholtz Centre Geesthacht (Germany); Univ. of Calgary, AB (Canada)]"",""Benefield, Jacqueline [US Geological Survey, Reston, VA (United States)]"",""Böhlke, John K. [US Geological Survey, Reston, VA (United States)]"",""Chesson, Lesley A. [Hickam Air Force Base. Defense POW/MIA Accounting Agency (DPAA) Laboratory, Pearl Harbor, HI (United States)]"",""Coplen, Tyler B. [US Geological Survey, Reston, VA (United States)]"",""Ding, Tiping [Chinese Academy of Geological Sciences, Beijing (China)]"",""Dunn, Philip H. [LGC Ltd, Teddington (United Kingdom). National Measurement Laboratory] (ORCID:0000000238486187)"",""Gröning, Manfred [International Atomic Energy Agency (IAEA), Vienna (Austria). Terrestrial Environmental Radiochemistry Laboratory]"",""Holden, Norman E. [Brookhaven National Lab. (BNL), Upton, NY (United States)]"",""Meijer, Harro J. [Univ. of Groningen (Netherlands). Centre for Isotope Research (CIO)]"",""Moossen, Heiko [Max Planck Institute for Biogeochemistry, Jena (Germany)]"",""Possolo, Antonio [National Inst. of Standards and Technology (NIST), Gaithersburg, MD (United States)]"",""Takahashi, Yoshio [Univ. of Tokyo (Japan)]"",""Vogl, Jochen [Bundesanstalt für Materialforschung und -prüfung (BAM), Berlin (Germany)]"",""Walczyk, Thomas [National Univ. of Singapore (Singapore)]"",""Wang, Jun [National Institute of Metrology, Beijing (China)]"",""Wieser, Michael E. [Univ. of Calgary, AB (Canada)]"",""Yoneda, Shigekazu [National Museum of Nature and Science, Tokyo (Japan)]"",""Zhu, Xiang-Kun [Chinese Academy of Sciences (CAS), Beijing (China)]"",""Meija, Juris [National Research Council of Canada, Ottawa, ON (Canada)] (ORCID:0000000233495535)""",2022-05-04T00:00:00Z,"""Brookhaven National Lab. (BNL), Upton, NY (United States)""",Journal Article,Accepted Manuscript,Pure and Applied Chemistry
"""Sturtevant, Jillian"",""McManamay, Ryan A. (ORCID:0000000255513140)"",""DeRolph, Christopher R. (ORCID:0000000283219539)""",2022-04-20T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Published Article,Scientific Data
"""Gubanc, Paul F. [Y-12 National Security Complex, Oak Ridge, TN (United States)]"",""Crouse, Michael J. [Y-12 National Security Complex, Oak Ridge, TN (United States)]""",2022-06-14T00:00:00Z,"""Oak Ridge Y-12 Plant (Y-12), Oak Ridge, TN (United States)""",Conference,,
"""Kamerman, David W [Idaho National Laboratory] (ORCID:000000022610038X)"",""Jensen, Colby B [Idaho National Laboratory] (ORCID:0000000189257758)"",""Wachs, Daniel M [Idaho National Laboratory]"",""Woolstenhulme, Nicolas E [Idaho National Laboratory] (ORCID:0000000278813314)""",2022-06-22T00:00:00Z,"""Idaho National Lab. (INL), Idaho Falls, ID (United States)""",Technical Report,,
"""Li, Chunsheng [Health Canada, Ottawa, ON (Canada)]"",""Reis, Arlene Alves dos [Institute of Radiation Protection and Dosimetry, Rio de Janeiro (Brazil)]"",""Ansari, Armin [Centers for Disease Control and Prevention (CDC), Atlanta, GA (United States)]"",""Bertelli, Luiz [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000199875592)"",""Carr, Zhanat [World Health Organization, Geneva (Switzerland)]"",""Dainiak, Nicholas [Yale Univ., New Haven, CT (United States)]"",""Degteva, Marina [Urals Research Center for Radiation Medicine, Chelyabinsk (Russian Federation)]"",""Efimov, Alexander [State Unitary Enterprise Southern Urals Biophysics Institute of Federal Medical Biological Agency, Ozyorsk (Russian Federation)]"",""Kalinich, John [Uniformed Services University, Bethesda, MD (United States). Armed Forces Radiobiology Research Institute]"",""Kryuchkov, Victor [State Research Center - Burnasyan Federal Medical Biophysical Center of Federal Medical Biological Agency, Moscow (Russian Federation)]"",""Kukhta, Boris [State Research Center - Burnasyan Federal Medical Biophysical Center of Federal Medical Biological Agency, Moscow (Russian Federation)]"",""Kurihara, Osamu [National Institutes of Quantum and Radiological Science and Technology, Chiba (Japan)]"",""Lopez, Maria Antonia [Research Centre for Energy, Environment and Technology (CIEMAT), Madrid (Spain)]"",""Port, Matthias [Bundeswehr Institute of Radiobiology, Munich (Germany)]"",""Riddell, Tony [Public Health, Chilton (United Kingdom)]"",""Rump, Alexis [Bundeswehr Institute of Radiobiology, Munich (Germany)]"",""Sun, Quanfu [National Institute for Radiological Protection, Beijing (China)]"",""Tuo, Fei [National Institute for Radiological Protection, Beijing (China)]"",""Youngman, Mike [Public Health, Chilton (United Kingdom)]"",""Zhang, Jianfeng [National Institute for Radiological Protection, Beijing (China)]""",2022-05-01T00:00:00Z,"""Los Alamos National Lab. (LANL), Los Alamos, NM (United States)""",Journal Article,Accepted Manuscript,Environment International
